property_type,sector,price,bedRoom,bathroom,balcony,agePossession,built_up_area,store room,pooja room,furnishing_type,luxury_category,floor_category
flat,chandkheda,0.75,3,3,0,Relatively New,849.0,0,0,unfurnished,Not available,Low Floor
flat,bodakdev,0.67,2,2,2,Old Property,830.0,0,0,furnished,Low,Mid Floor
flat,chandkheda,0.25,1,1,2,Moderately Old,484.0,0,0,unfurnished,Low,Mid Floor
flat,memnagar,0.75,2,2,1,Relatively New,1482.0,0,0,unfurnished,Medium,Low Floor
flat,chandkheda,0.43,2,2,2,Old Property,663.0,0,0,unfurnished,Medium,Mid Floor
flat,chandkheda,0.67,3,3,1,Relatively New,1620.0,0,0,unfurnished,Medium,Mid Floor
flat,gota,0.95,3,3,1,Relatively New,1100.0,1,0,furnished,Medium,Mid Floor
flat,bodakdev,2.51,4,4,1,Under Construction,2584.0,0,0,unfurnished,Low,Mid Floor
house,paldi,1.85,3,3,1,Moderately Old,1818.0,0,0,unfurnished,Not available,Low Floor
flat,gota,0.6,2,2,2,Under Construction,975.0,0,0,unfurnished,Not available,Low Floor
flat,bodakdev,5.5,4,3,1,Old Property,5000.0,1,1,furnished,Low,Low Floor
flat,ghatlodia,0.85,2,2,2,Old Property,990.0,0,0,unfurnished,Low,Mid Floor
flat,sola,1.1,3,3,2,Moderately Old,2203.0,0,0,unfurnished,Medium,Mid Floor
flat,gota,1.4,3,2,2,Relatively New,1568.0,1,1,semifurnished,High,Mid Floor
flat,science city,1.75,3,3,2,Under Construction,2646.0,1,1,unfurnished,High,Mid Floor
flat,bodakdev,0.55,2,2,2,Moderately Old,1050.0,0,0,furnished,Medium,Low Floor
flat,gota,0.55,2,2,2,Relatively New,1134.0,0,0,furnished,Medium,Mid Floor
flat,maninagar,0.15,1,1,1,Old Property,688.0,0,0,unfurnished,Not available,Mid Floor
flat,south bopal,0.75,3,2,0,Relatively New,1191.0,1,0,furnished,High,Mid Floor
flat,bodakdev,2.59,4,4,1,Under Construction,2659.0,1,1,unfurnished,Medium,Mid Floor
flat,satellite,3.23,4,4,2,Under Construction,3800.0,1,1,unfurnished,High,Mid Floor
flat,science city,2.05,4,4,1,Relatively New,2781.0,0,0,unfurnished,Not available,Mid Floor
flat,new ranip,0.47,3,2,1,New Property,1305.0,0,0,unfurnished,Low,Mid Floor
flat,vastral,0.23,1,1,0,Relatively New,306.0,0,0,unfurnished,Low,Mid Floor
flat,satellite,0.6,2,2,1,Relatively New,866.0,0,1,unfurnished,Medium,Mid Floor
flat,jagatpur,1.15,3,3,1,Under Construction,1334.0,0,0,unfurnished,Medium,High Floor
flat,science city,2.4,4,4,1,New Property,3024.0,1,1,unfurnished,High,Low Floor
flat,south bopal,0.56,2,2,0,Relatively New,800.0,0,0,unfurnished,Low,Mid Floor
flat,memnagar,0.53,2,1,1,Old Property,1176.0,0,0,unfurnished,Low,Low Floor
flat,science city,3.1,4,4,2,Relatively New,3825.0,0,1,unfurnished,Medium,High Floor
flat,science city,0.95,2,2,1,Relatively New,945.0,0,1,furnished,Medium,Mid Floor
flat,satellite,4.91,4,4,1,New Property,4130.0,1,1,unfurnished,High,High Floor
house,motera,1.71,4,4,3,Relatively New,1998.0,0,0,unfurnished,Medium,Low Floor
house,shela,2.0,4,4,1,Old Property,1728.0,1,1,unfurnished,High,Low Floor
flat,south bopal,1.25,3,3,1,Moderately Old,1755.0,0,0,furnished,Medium,Low Floor
flat,gota,1.81,4,4,1,Relatively New,2324.0,0,1,unfurnished,Medium,Mid Floor
flat,bapunagar,0.35,3,2,2,Moderately Old,1287.0,0,0,unfurnished,Low,Mid Floor
house,maninagar,1.5,4,4,2,Old Property,1679.17,0,0,unfurnished,Medium,Mid Floor
flat,prahlad nagar,1.4,3,3,1,Old Property,1737.0,1,0,furnished,Low,Mid Floor
flat,narol,0.3,2,2,2,Old Property,1125.0,0,0,unfurnished,Low,Mid Floor
flat,vatva,0.15,1,2,0,Relatively New,741.0,0,0,unfurnished,Low,Mid Floor
flat,bodakdev,4.77,5,5,3,Under Construction,5959.0,1,1,unfurnished,High,High Floor
flat,south bopal,0.62,3,3,1,Under Construction,1796.0,0,1,unfurnished,Medium,Mid Floor
house,narol,0.51,6,3,2,Relatively New,1305.0,0,0,unfurnished,Low,Low Floor
house,science city,3.75,4,4,1,Moderately Old,2700.0,0,1,unfurnished,Low,Low Floor
flat,new ranip,0.65,3,2,3,Moderately Old,1575.0,0,0,unfurnished,Not available,Low Floor
house,odhav,0.6,6,5,0,Moderately Old,1600.0,0,0,unfurnished,Not available,Low Floor
flat,chandkheda,0.42,2,2,2,Moderately Old,1125.0,1,0,unfurnished,Low,Mid Floor
flat,gota,0.56,2,2,1,New Property,970.0,0,0,unfurnished,Medium,High Floor
flat,new ranip,0.62,3,3,3+,Moderately Old,2012.0,1,1,unfurnished,Medium,Mid Floor
flat,vastral,0.4,2,1,1,New Property,1113.0,0,0,unfurnished,Not available,Low Floor
flat,satellite,1.69,4,4,1,Under Construction,2253.0,0,0,unfurnished,Medium,Mid Floor
flat,odhav,0.18,1,1,1,Moderately Old,475.0,0,0,unfurnished,Not available,Mid Floor
house,shela,1.65,4,4,1,Moderately Old,1881.0,0,1,unfurnished,Medium,Low Floor
flat,vastral,0.35,2,2,2,Moderately Old,1084.0,0,0,furnished,Medium,Low Floor
house,sola,1.0,3,3,0,Relatively New,1059.0,0,0,unfurnished,Not available,Low Floor
flat,satellite,0.65,2,2,2,Old Property,1350.0,0,0,unfurnished,Medium,Mid Floor
flat,chandkheda,0.24,1,2,1,Moderately Old,720.0,0,0,unfurnished,Low,Low Floor
flat,gota,0.65,2,2,1,Relatively New,871.0,0,0,unfurnished,Low,Low Floor
flat,chandkheda,0.4,2,2,1,Old Property,1035.0,0,0,unfurnished,Low,Mid Floor
flat,chandkheda,0.4,2,2,1,Moderately Old,1080.0,0,0,furnished,Medium,Mid Floor
flat,chandkheda,0.88,3,3,1,New Property,1170.0,0,0,unfurnished,Medium,High Floor
flat,jagatpur,0.49,2,2,1,Relatively New,847.0,0,1,unfurnished,Medium,Low Floor
house,jodhpur,13.0,4,4,1,Relatively New,8550.0,1,1,unfurnished,Low,Mid Floor
flat,jodhpur,1.26,3,3,1,Relatively New,1419.0,1,0,furnished,Medium,Low Floor
flat,gota,0.82,3,3,1,Relatively New,1456.0,0,0,unfurnished,Medium,Mid Floor
flat,charodi,0.45,2,2,1,Under Construction,1039.0,1,0,unfurnished,High,Mid Floor
flat,gota,0.57,2,2,2,Relatively New,978.0,0,1,unfurnished,Medium,Mid Floor
flat,satellite,2.65,4,4,2,Old Property,7059.0,0,0,furnished,Low,Mid Floor
flat,sola,0.91,2,2,2,Relatively New,1005.0,0,1,semifurnished,Medium,Low Floor
flat,south bopal,0.75,3,3,1,Under Construction,1533.0,1,0,unfurnished,Medium,Mid Floor
flat,south bopal,0.75,3,3,2,Relatively New,1189.0,1,0,unfurnished,Medium,Low Floor
flat,vaishnodevi circle,1.08,3,3,1,Relatively New,1581.0,0,1,semifurnished,Medium,Low Floor
flat,gota,0.8,3,3,1,Moderately Old,1275.0,1,0,unfurnished,Medium,Mid Floor
flat,chandlodia,0.45,2,2,1,Moderately Old,581.0,0,0,unfurnished,Not available,Mid Floor
flat,south bopal,0.7,3,3,1,Moderately Old,1562.0,0,0,unfurnished,Medium,Mid Floor
house,naranpura,6.05,4,4,3,Old Property,4356.0,1,1,unfurnished,Low,Low Floor
flat,chandkheda,0.38,2,2,0,New Property,1494.0,0,0,unfurnished,Not available,Low Floor
flat,gota,0.45,2,2,1,Moderately Old,1215.0,1,1,unfurnished,High,Mid Floor
flat,vastral,0.35,2,2,1,Moderately Old,1089.0,0,0,unfurnished,Not available,Mid Floor
flat,sarkhej,0.45,2,2,1,Relatively New,828.0,0,0,furnished,Low,High Floor
flat,nikol,0.5,2,2,0,Moderately Old,1035.0,0,0,unfurnished,Not available,Low Floor
house,chandkheda,0.62,2,2,1,Old Property,990.0,0,0,unfurnished,Low,Low Floor
house,shela,6.5,4,4,1,Relatively New,3798.0,1,0,semifurnished,Medium,Mid Floor
flat,gurukul,0.6,2,2,2,Old Property,1412.0,0,0,semifurnished,Medium,Mid Floor
flat,prahlad nagar,1.45,3,3,1,Moderately Old,1568.0,0,0,unfurnished,Medium,Low Floor
house,chandkheda,1.4,3,3,1,Moderately Old,1350.0,0,1,furnished,Medium,Low Floor
flat,sola,2.25,4,4,1,Relatively New,2970.0,0,0,semifurnished,Medium,Low Floor
flat,thaltej,2.2,4,3,0,Old Property,2610.0,0,0,unfurnished,Not available,Low Floor
flat,vastral,0.16,1,2,1,Relatively New,560.0,0,0,unfurnished,Not available,Mid Floor
house,vastral,0.3,1,1,0,Relatively New,630.0,0,0,unfurnished,Not available,Low Floor
flat,nava naroda,0.32,2,2,2,Moderately Old,798.0,0,0,furnished,Not available,Low Floor
flat,vaishnodevi circle,0.58,2,2,1,Relatively New,1152.0,0,0,furnished,Low,Mid Floor
flat,new ranip,0.45,2,2,2,Relatively New,1035.0,0,0,furnished,Not available,Mid Floor
flat,sg highway,1.1,3,3,1,Moderately Old,1845.0,0,0,unfurnished,Low,Mid Floor
flat,vatva,0.15,1,1,0,Moderately Old,585.0,0,0,unfurnished,Low,Mid Floor
flat,nava naroda,0.55,3,2,1,Relatively New,1120.0,0,0,unfurnished,Not available,High Floor
flat,satellite,0.58,2,2,2,Moderately Old,914.0,0,0,unfurnished,Not available,Mid Floor
flat,thaltej,2.9,3,3,1,Relatively New,2394.0,0,0,unfurnished,Medium,Mid Floor
flat,gurukul,0.65,2,2,1,Old Property,1053.0,0,0,unfurnished,Low,Mid Floor
flat,satellite,1.11,3,3,3,Old Property,2850.0,0,0,furnished,Medium,Mid Floor
flat,motera,0.79,3,3,2,New Property,1128.0,0,1,furnished,Medium,Mid Floor
flat,nikol,0.46,2,2,1,Moderately Old,1179.0,0,0,unfurnished,Not available,Mid Floor
house,motera,2.25,4,4,2,Moderately Old,1800.0,0,0,semifurnished,Medium,Low Floor
flat,south bopal,0.85,3,3,1,Relatively New,1203.0,0,0,semifurnished,Medium,Low Floor
flat,gota,0.55,2,2,2,Relatively New,1355.0,1,1,unfurnished,High,Mid Floor
house,shela,6.5,4,4,3,Moderately Old,8505.0,1,1,unfurnished,Medium,Mid Floor
flat,jagatpur,0.43,2,2,1,Under Construction,900.0,0,0,unfurnished,Medium,Mid Floor
flat,paldi,0.85,2,2,0,Moderately Old,867.0,0,0,unfurnished,Medium,Mid Floor
flat,nikol,0.27,1,1,1,Moderately Old,847.0,0,0,unfurnished,Not available,Low Floor
flat,vastrapur,1.35,3,2,2,Relatively New,1959.0,1,1,semifurnished,High,Mid Floor
house,ctm,0.65,2,1,3,Old Property,1215.0,0,0,unfurnished,Low,Low Floor
flat,gota,1.3,3,3,2,New Property,1716.0,0,0,unfurnished,Medium,Mid Floor
flat,jagatpur,0.36,2,1,1,New Property,521.0,0,0,unfurnished,Medium,Mid Floor
flat,ghuma,0.45,2,2,1,Under Construction,1008.0,1,0,unfurnished,High,Low Floor
flat,gurukul,0.65,3,3,3,Old Property,1125.0,0,0,unfurnished,Not available,Mid Floor
house,naranpura,5.0,4,4,3,Old Property,4000.0,0,0,unfurnished,Not available,Low Floor
flat,paldi,1.01,3,3,2,Old Property,2500.0,0,0,unfurnished,Not available,Low Floor
house,koteshwar,1.71,3,3,1,Moderately Old,1314.0,0,1,furnished,Not available,Low Floor
flat,jagatpur,0.45,2,2,2,Relatively New,767.0,1,1,furnished,Medium,Mid Floor
flat,chandkheda,0.33,2,2,2,Moderately Old,1044.0,0,0,unfurnished,Low,Low Floor
flat,naroda,0.35,2,2,3,Moderately Old,1215.0,0,0,furnished,Medium,Mid Floor
flat,vastrapur,1.45,3,3,2,Relatively New,1506.0,1,0,unfurnished,High,Mid Floor
house,new ranip,2.75,4,4,1,Relatively New,1890.0,0,0,furnished,Medium,Low Floor
house,ctm,0.68,3,2,2,Old Property,1125.0,0,0,unfurnished,Not available,Low Floor
flat,jodhpur,1.6,3,3,0,Old Property,2025.0,0,0,unfurnished,Not available,Mid Floor
flat,maninagar,0.65,2,2,1,Old Property,1194.0,0,1,semifurnished,Low,Mid Floor
flat,vastrapur,1.56,3,3,1,New Property,1851.0,0,0,unfurnished,Medium,Mid Floor
flat,navrangpura,0.7,2,2,2,Relatively New,1215.0,0,0,unfurnished,Medium,Mid Floor
flat,south bopal,1.1,3,3,2,Moderately Old,1564.0,0,0,furnished,Low,Mid Floor
house,narol,0.75,4,4,1,Relatively New,972.0,0,1,unfurnished,Low,Low Floor
house,naroda,0.78,4,4,2,Old Property,1215.0,0,0,unfurnished,Low,Low Floor
flat,science city,1.45,3,3,1,Under Construction,1457.0,1,1,unfurnished,Medium,Mid Floor
flat,vatva,0.17,2,2,0,Relatively New,850.0,0,0,unfurnished,Not available,Low Floor
flat,science city,1.25,3,3,2,Under Construction,2245.0,1,1,unfurnished,High,Low Floor
house,south bopal,4.5,5,4,3,Relatively New,5850.0,1,1,semifurnished,High,Low Floor
flat,vatva,0.16,1,2,1,New Property,784.0,0,0,unfurnished,Low,Low Floor
flat,shela,1.5,4,4,1,New Property,2178.0,1,0,unfurnished,Medium,Mid Floor
house,ghuma,1.71,4,3,1,Old Property,1413.0,0,1,unfurnished,Medium,Low Floor
flat,naroda,0.24,2,2,1,Old Property,774.0,1,0,unfurnished,Medium,Mid Floor
flat,gota,0.4,2,2,1,Relatively New,950.0,1,1,unfurnished,High,Mid Floor
house,chandkheda,0.45,1,2,1,Old Property,291.0,0,0,unfurnished,Not available,Low Floor
house,motera,1.35,3,3,2,Relatively New,1350.0,0,1,furnished,Medium,Low Floor
flat,south bopal,0.54,2,2,1,Relatively New,975.0,0,0,unfurnished,High,High Floor
house,navrangpura,3.5,5,4,0,Old Property,4770.0,0,0,unfurnished,Not available,Low Floor
house,shela,7.65,5,5,2,Under Construction,7056.0,1,1,unfurnished,High,Low Floor
flat,chandkheda,0.81,3,3,1,Relatively New,855.0,0,0,furnished,Low,Low Floor
flat,bodakdev,6.5,4,4,2,Relatively New,5519.0,1,0,unfurnished,Low,Mid Floor
flat,south bopal,0.77,3,3,0,Moderately Old,1232.0,1,1,unfurnished,High,Mid Floor
flat,gota,0.96,3,3,1,Relatively New,1440.0,1,1,unfurnished,High,Mid Floor
flat,south bopal,1.25,3,3,1,Moderately Old,1564.0,1,1,semifurnished,Medium,Mid Floor
flat,naroda,0.21,1,1,3,Moderately Old,946.0,0,0,unfurnished,Low,Low Floor
flat,ghuma,0.5,2,2,0,New Property,800.0,0,0,unfurnished,Medium,Mid Floor
flat,gota,1.3,3,3,1,Relatively New,2539.0,0,0,unfurnished,Medium,High Floor
flat,jagatpur,0.68,3,3,1,Relatively New,1211.0,0,1,unfurnished,Medium,Mid Floor
flat,bodakdev,6.21,4,5,2,Under Construction,6100.0,0,1,unfurnished,Medium,High Floor
flat,gota,0.87,3,3,1,Moderately Old,1800.0,1,1,unfurnished,High,Mid Floor
flat,science city,2.35,4,4,2,Relatively New,2589.0,0,1,unfurnished,Medium,High Floor
flat,new ranip,0.39,2,2,1,Relatively New,1080.0,0,0,unfurnished,Not available,Low Floor
house,science city,9.11,4,4,1,Under Construction,7695.0,1,1,furnished,Medium,Low Floor
house,science city,3.25,4,3,2,Moderately Old,2250.0,1,1,semifurnished,High,Low Floor
flat,usmanpura,0.64,3,3,2,Old Property,1071.0,0,0,furnished,Low,Mid Floor
house,ghuma,2.5,4,4,3,Relatively New,3717.0,1,1,unfurnished,Low,Low Floor
flat,vastral,0.32,2,2,2,Moderately Old,1062.0,0,1,furnished,Medium,Mid Floor
house,ghatlodia,1.3,1,1,0,Old Property,1845.0,0,0,unfurnished,Low,Low Floor
house,paldi,2.8,4,4,3+,Moderately Old,2880.0,0,0,unfurnished,Medium,Low Floor
house,science city,6.1,4,4,2,Relatively New,4600.0,0,1,furnished,Medium,Mid Floor
flat,charodi,1.73,4,4,2,Under Construction,3150.0,1,1,unfurnished,High,High Floor
flat,motera,0.95,3,3,2,Relatively New,1634.0,0,1,unfurnished,Medium,Mid Floor
flat,vastrapur,1.5,3,3,0,New Property,1200.0,0,1,semifurnished,Medium,High Floor
flat,ghuma,0.67,3,3,1,Under Construction,1354.0,1,0,unfurnished,Medium,Mid Floor
flat,jodhpur,3.2,4,4,3,Under Construction,4706.0,1,1,unfurnished,High,Mid Floor
flat,gota,0.6,2,2,1,Relatively New,1200.0,1,1,unfurnished,High,Mid Floor
flat,gota,0.95,3,3,1,Relatively New,1337.0,1,0,unfurnished,Medium,Mid Floor
flat,gota,0.58,2,2,0,Moderately Old,1008.0,1,0,furnished,Low,Mid Floor
flat,ghuma,0.57,2,2,1,Under Construction,1073.0,1,0,unfurnished,Medium,Low Floor
flat,naroda,0.9,2,1,0,Old Property,941.0,0,0,furnished,Not available,Low Floor
flat,new ranip,0.38,2,2,2,Moderately Old,913.0,0,0,unfurnished,Low,Mid Floor
house,shela,2.11,3,3,2,Moderately Old,2435.0,1,1,semifurnished,High,Low Floor
flat,gota,1.1,3,3,1,Relatively New,1890.0,1,1,unfurnished,High,Mid Floor
house,south bopal,2.75,3,4,2,Under Construction,1980.0,1,1,unfurnished,High,Mid Floor
flat,satellite,2.1,4,4,3,Old Property,3240.0,1,1,unfurnished,Medium,Mid Floor
flat,nana chiloda,0.65,3,3,1,Relatively New,1998.0,0,0,furnished,Medium,Low Floor
flat,south bopal,1.25,3,3,1,Moderately Old,1755.0,1,0,unfurnished,High,Mid Floor
flat,vatva,0.33,2,2,1,New Property,973.0,1,0,unfurnished,Medium,Low Floor
flat,chandkheda,0.45,2,2,1,Relatively New,495.0,0,0,unfurnished,Low,Mid Floor
house,ghuma,1.4,3,3,1,Old Property,2250.0,1,1,semifurnished,Medium,Low Floor
flat,jagatpur,0.48,2,2,1,Under Construction,700.0,1,0,unfurnished,Medium,Mid Floor
house,shilaj,4.0,4,4,2,Moderately Old,5283.0,0,1,semifurnished,Medium,Low Floor
house,south bopal,3.11,5,5,1,Moderately Old,2205.0,1,0,unfurnished,Medium,Low Floor
flat,science city,2.43,4,4,3,Under Construction,2698.0,0,0,unfurnished,High,High Floor
flat,naroda,0.5,2,2,3,Moderately Old,1679.0,0,0,semifurnished,Not available,Mid Floor
flat,nava naroda,0.3,2,2,1,New Property,1080.0,0,0,unfurnished,Medium,Low Floor
flat,jagatpur,0.58,3,3,2,Relatively New,1100.0,0,0,furnished,Low,Mid Floor
flat,vastral,0.4,2,2,2,Moderately Old,1161.0,0,0,unfurnished,Not available,Mid Floor
house,jodhpur,2.25,5,3,1,Old Property,4000.0,1,1,semifurnished,Medium,Low Floor
house,naranpura,0.66,2,2,0,Old Property,590.0,0,0,unfurnished,Not available,Low Floor
flat,science city,2.3,4,4,1,Under Construction,2805.0,1,0,unfurnished,Medium,High Floor
flat,vastral,0.4,2,2,2,Relatively New,820.0,0,0,unfurnished,Low,Mid Floor
flat,sola,2.35,4,4,1,Relatively New,2925.0,0,1,semifurnished,Medium,Mid Floor
flat,thaltej,2.02,4,4,1,Relatively New,1627.0,0,1,unfurnished,Medium,Mid Floor
flat,motera,0.4,2,2,1,New Property,1176.0,0,0,unfurnished,Low,Mid Floor
flat,nava naroda,0.23,1,1,0,Moderately Old,306.0,0,0,unfurnished,Not available,Mid Floor
house,south bopal,1.85,4,4,1,Old Property,1260.0,0,1,semifurnished,Medium,Low Floor
flat,vastral,0.4,2,2,2,Relatively New,1276.0,0,0,unfurnished,Medium,Mid Floor
house,ghuma,1.5,3,3,3+,Moderately Old,2007.0,0,1,semifurnished,Medium,Low Floor
flat,south bopal,1.25,3,4,1,Moderately Old,1950.0,0,1,unfurnished,Medium,Mid Floor
flat,naroda,0.22,1,1,1,Moderately Old,560.0,0,0,unfurnished,Low,Low Floor
flat,satellite,1.25,3,3,2,Relatively New,1720.0,1,1,furnished,Medium,Low Floor
house,maninagar,2.75,5,5,0,Old Property,2700.0,0,0,unfurnished,Not available,Mid Floor
house,chandkheda,0.68,5,2,0,Old Property,1500.0,0,0,unfurnished,Not available,Low Floor
flat,narol,0.31,2,2,2,Relatively New,554.0,0,0,furnished,Low,Mid Floor
house,ctm,0.6,3,3,0,Old Property,1471.0,0,0,unfurnished,Not available,Low Floor
flat,vaishnodevi circle,0.7,2,2,0,New Property,1079.0,0,0,unfurnished,Not available,Mid Floor
house,science city,8.5,5,5,2,Moderately Old,5292.0,1,0,semifurnished,Low,Mid Floor
flat,naroda,0.23,2,2,2,Moderately Old,1238.0,0,0,unfurnished,Low,Mid Floor
house,thaltej,3.4,4,3,2,Moderately Old,3388.0,1,1,semifurnished,High,Low Floor
flat,koteshwar,0.85,3,3,3,Moderately Old,1800.0,0,0,furnished,Medium,Mid Floor
flat,jagatpur,2.16,4,4,2,Under Construction,3072.0,1,1,unfurnished,High,High Floor
house,vasna,5.0,9,8,3+,Old Property,4248.0,0,1,furnished,Low,Low Floor
flat,chandkheda,0.55,2,2,2,Relatively New,1225.0,0,0,unfurnished,Not available,Mid Floor
house,vastral,0.75,1,2,1,Old Property,720.0,0,0,furnished,Low,Low Floor
house,shilaj,5.2,4,4,3,Old Property,3807.0,0,1,unfurnished,High,Low Floor
house,chandkheda,0.65,2,2,1,Old Property,1900.0,0,0,unfurnished,Low,Low Floor
house,vastrapur,6.75,4,4,1,Relatively New,4104.0,1,1,unfurnished,Medium,Low Floor
flat,naroda,0.25,2,2,2,Moderately Old,990.0,0,0,unfurnished,Medium,Low Floor
flat,paldi,0.65,2,2,1,Old Property,1305.0,0,0,unfurnished,Low,Mid Floor
flat,narol,0.15,1,1,0,Relatively New,444.0,0,0,unfurnished,Low,Low Floor
flat,south bopal,0.67,3,3,0,Relatively New,955.0,0,0,unfurnished,Medium,Mid Floor
flat,south bopal,0.76,3,3,1,Under Construction,1452.0,1,0,unfurnished,High,Mid Floor
flat,south bopal,0.73,3,3,0,Relatively New,1191.0,0,0,unfurnished,High,Mid Floor
flat,south bopal,0.79,3,3,1,Under Construction,1326.0,1,0,unfurnished,Medium,Mid Floor
flat,bodakdev,4.47,4,4,2,Under Construction,3897.0,1,1,unfurnished,High,High Floor
flat,nikol,0.46,2,2,1,Relatively New,1412.0,0,0,furnished,Low,Mid Floor
flat,bodakdev,2.1,4,4,2,Under Construction,3492.0,1,1,unfurnished,High,High Floor
flat,vastrapur,0.81,3,2,2,Moderately Old,1260.0,1,1,semifurnished,High,Mid Floor
house,south bopal,2.4,3,3,2,Old Property,2700.0,1,0,semifurnished,High,Low Floor
flat,south bopal,0.6,3,3,0,Relatively New,1435.0,0,0,unfurnished,Not available,Low Floor
flat,sola,1.5,3,3,2,Moderately Old,1695.0,1,1,semifurnished,Medium,Low Floor
flat,charodi,1.06,3,3,2,Under Construction,2070.0,1,1,unfurnished,High,High Floor
flat,ghatlodia,0.55,2,2,3,Moderately Old,1233.0,0,0,unfurnished,Medium,Low Floor
house,bodakdev,3.8,3,3,1,Relatively New,2880.0,1,1,unfurnished,Medium,Low Floor
flat,nava naroda,0.27,2,2,1,Moderately Old,1125.0,0,0,unfurnished,Not available,Mid Floor
house,isanpur,1.3,3,2,1,Old Property,1800.0,0,1,furnished,Not available,Low Floor
house,ghatlodia,0.6,1,1,0,Moderately Old,400.0,0,0,unfurnished,Not available,Low Floor
house,maninagar,1.5,4,2,2,Old Property,1800.0,0,0,unfurnished,Low,Low Floor
flat,vatva,0.14,1,1,1,New Property,353.0,0,0,unfurnished,Low,Mid Floor
flat,shela,0.39,2,2,1,Relatively New,668.0,1,0,unfurnished,Medium,Mid Floor
flat,science city,1.7,4,4,1,Under Construction,3779.0,1,1,furnished,Medium,High Floor
flat,vastral,0.6,2,2,1,Relatively New,1173.0,1,0,furnished,Low,Mid Floor
flat,south bopal,0.73,3,3,1,Relatively New,1191.0,1,0,unfurnished,Medium,Mid Floor
house,naroda,0.85,4,3,1,Moderately Old,1080.0,0,0,furnished,Medium,Low Floor
flat,khokhara,0.38,3,2,2,New Property,876.0,0,0,unfurnished,Low,Mid Floor
flat,naroda,0.21,2,2,2,Relatively New,1165.0,0,0,unfurnished,Not available,Mid Floor
flat,narol,0.27,2,2,1,New Property,1080.0,0,0,unfurnished,Low,Low Floor
flat,shela,0.32,1,1,0,Relatively New,721.0,0,0,unfurnished,Medium,Low Floor
flat,vastrapur,1.5,3,3,1,Relatively New,1382.0,0,0,unfurnished,Low,Mid Floor
flat,gota,0.4,2,2,1,New Property,882.0,0,0,unfurnished,Low,Low Floor
flat,chandlodia,0.68,2,2,2,Relatively New,1120.0,0,0,unfurnished,Medium,Mid Floor
house,shela,0.8,5,5,1,Moderately Old,1000.0,0,0,unfurnished,Not available,Low Floor
flat,motera,0.67,2,2,1,Moderately Old,827.0,0,0,furnished,Not available,Mid Floor
flat,chandkheda,0.5,3,2,1,Moderately Old,1139.0,0,0,unfurnished,Low,Mid Floor
flat,ghuma,0.56,2,2,1,Under Construction,603.0,0,0,unfurnished,Medium,High Floor
flat,science city,0.59,2,2,1,Moderately Old,1071.0,0,1,unfurnished,Low,Low Floor
flat,gota,0.65,3,3,2,Moderately Old,1548.0,1,1,furnished,Medium,Mid Floor
flat,vasna,0.45,2,2,1,Relatively New,1035.0,0,0,unfurnished,Not available,Mid Floor
flat,chandkheda,1.27,3,3,1,Relatively New,2090.0,0,0,furnished,Low,Mid Floor
flat,south bopal,0.65,3,3,1,Under Construction,1340.0,1,1,unfurnished,High,High Floor
flat,memnagar,0.45,2,2,1,Old Property,765.0,1,1,unfurnished,Medium,Mid Floor
flat,vastral,0.38,2,2,2,Moderately Old,911.0,0,0,unfurnished,Medium,Mid Floor
house,vastral,0.92,3,3,0,Moderately Old,1179.0,0,0,unfurnished,Not available,Low Floor
flat,thaltej,2.9,3,3,1,New Property,2816.0,0,0,semifurnished,Medium,Mid Floor
flat,gota,0.9,3,3,1,Relatively New,1176.0,0,0,semifurnished,Medium,Mid Floor
flat,ghuma,0.41,2,2,1,Moderately Old,1250.0,0,0,unfurnished,Not available,Mid Floor
flat,new ranip,0.47,2,2,2,Moderately Old,1161.0,0,0,furnished,Medium,Mid Floor
